Chrom	Start	End	Strand	Func_num	Threep_usage	Fivep_usage
chr11	34073968	34074183	+	0	1.0	1.0
chr16	19559837	19559922	+	0	0.41935483871	0.454545454545
chr11	22848753	22848866	-	0	1.0	1.0
chr20	35860699	35860794	+	0	0.955312196414	0.972750282729
chr18	56024426	56024484	+	0	0.0540540540541	0.0495867768595
chr7	27831625	27831849	+	0	1.0	1.0
chr1	31899501	31899670	+	0	1.0	1.0
chr14	21868572	21868771	-	0	1.0	1.0
chr20	62707878	62707999	-	0	1.0	1.0
chrX	47444335	47444414	+	0	1.0	1.0
chr17	79637260	79637483	+	0	0.0833333333333	1.0
chr12	122837273	122837333	-	0	1.0	1.0
chr15	51226821	51226894	+	0	0.75	0.846153846154
chr10	121608937	121609088	-	0	1.0	1.0
chr2	130931087	130931229	-	0	0.985130111524	0.987138263666
chr9	33311104	33311175	+	0	1.0	1.0
chr8	87519224	87519341	-	0	1.0	1.0
chr11	72005369	72005488	-	0	1.0	1.0
chr2	204075681	204075829	+	0	1.0	1.0
chr6	20486920	20487034	+	0	1.0	1.0
chr3	122186169	122186276	-	0	1.0	1.0
chr1	225239153	225239497	+	0	0.5	0.666666666667
chr15	75639588	75639814	+	0	0.2	1.0
chr12	46231281	46231490	+	0	1.0	1.0
chr17	26490569	26490654	+	1	1.0	1.0
chrX	148584842	148585019	-	0	0.894736842105	0.901639344262
chr2	183867702	183867758	-	0	1.0	1.0
chr12	2994429	2994700	+	0	0.0144927536232	0.938053097345
chr17	12917756	12917813	-	0	1.0	1.0
chr10	69665920	69666044	+	0	0.0566037735849	0.107142857143
chr9	74344964	74345169	-	0	1.0	1.0
chr12	6836837	6836966	+	0	0.00375939849624	0.0257352941176
chr6	170639537	170639638	+	0	0.990654205607	0.985507246377
chr21	45668909	45668994	-	0	1.0	1.0
chr16	87369761	87369870	-	0	1.0	1.0
chr1	161127911	161128001	+	0	0.979284369115	0.984636871508
chr5	145883387	145883569	+	0	1.0	1.0
chr1	16101113	16101291	+	0	1.0	1.0
chr17	79164993	79165135	-	0	0.833333333333	1.0
chr8	48955593	48955741	+	0	0.986301369863	0.989247311828
chr22	43213148	43213270	-	0	1.0	1.0
chr1	45501711	45501971	-	0	1.0	1.0
chr1	222898792	222898897	+	0	1.0	1.0
chr3	100030677	100030721	+	1	0.578947368421	0.619047619048
chr19	15509441	15509577	-	0	0.0375	0.078313253012
chr4	3446546	3446720	+	0	0.992518703242	0.961538461538
chrX	101855848	101855960	+	0	0.396226415094	0.438596491228
chr1	151278612	151278839	-	0	1.0	1.0
chr15	93521464	93521613	+	0	0.929577464789	1.0
chr1	39900086	39900304	+	0	1.0	1.0
chr9	2086829	2087071	+	0	1.0	1.0
chr12	56504966	56505093	+	0	1.0	1.0
chr17	80136350	80136481	-	0	1.0	1.0
chr21	35122448	35122627	+	0	0.991596638655	1.0
chr3	128982747	128982842	+	0	1.0	1.0
chr14	45639792	45639949	+	0	1.0	1.0
chr4	27000854	27000969	+	0	1.0	1.0
chr1	22150799	22150869	-	0	1.0	1.0
chr1	225273246	225273491	+	0	1.0	1.0
chr19	5258028	5258138	-	0	1.0	1.0
chr5	145886591	145886770	+	0	1.0	1.0
chr1	145727666	145727749	+	0	1.0	1.0
chr4	42524177	42524316	-	0	1.0	1.0
chr3	128615279	128615379	+	0	1.0	1.0
chr19	17394034	17394693	+	0	1.0	0.1
chr5	154280899	154281046	-	0	1.0	1.0
chr16	88690366	88690470	+	0	1.0	1.0
chr19	30303596	30303683	+	0	1.0	1.0
chr11	116741047	116741117	-	0	1.0	1.0
chr11	67051178	67051420	+	0	0.97358490566	1.0
chr11	118984790	118985075	+	0	1.0	1.0
chr17	2201157	2201349	-	0	0.75	0.818181818182
chr1	243319523	243319649	-	0	0.062015503876	1.0
chr19	44130063	44130153	-	0	1.0	1.0
chr12	112478285	112478382	-	0	1.0	1.0
chr1	206902380	206902444	+	0	1.0	1.0
chr20	34190029	34190188	-	0	1.0	1.0
chr5	103417581	103417648	+	0	0.666666666667	0.611111111111
chr1	113633940	113634005	+	0	1.0	1.0
chr3	195692300	195692413	-	0	0.955056179775	1.0
chr4	142151320	142151424	+	0	1.0	1.0
chr10	103552596	103552700	-	0	0.924137931034	0.990291262136
chr1	33123028	33123173	+	0	1.0	1.0
chr12	105534072	105534179	+	0	1.0	1.0
chr8	28983999	28984028	-	0	1.0	1.0
chr2	139308053	139308174	+	1	1.0	1.0
chr12	8077006	8077107	-	0	1.0	1.0
chr3	9960219	9960293	+	0	0.0127118644068	0.962264150943
chr12	121769150	121769231	-	0	0.989143546441	0.969639468691
chr20	62374052	62374143	+	0	1.0	1.0
chr16	733530	733598	-	0	1.0	1.0
chr1	206666599	206666711	+	0	0.714285714286	0.878787878788
chr1	217671698	217671737	-	0	0.833333333333	0.9375
chr3	132202219	132202421	+	0	1.0	1.0
chr8	145532592	145532700	+	0	1.0	1.0
chrX	11132955	11133106	+	0	1.0	1.0
chr2	169622102	169622258	+	0	1.0	1.0
chr14	102457864	102458010	+	0	1.0	1.0
chr7	112101921	112101971	+	0	1.0	1.0
chr19	44339657	44339744	+	0	1.0	1.0
chr9	5944871	5944960	-	0	0.857142857143	0.95
chr10	102259867	102259916	-	0	0.272727272727	0.466666666667
chr15	36937424	36937488	+	0	0.966666666667	0.916666666667
chr1	235498557	235498649	+	0	0.878787878788	0.943661971831
chr9	139304542	139304691	-	0	0.177215189873	0.47972972973
chr3	51672160	51672337	+	0	1.0	1.0
chr12	133277836	133277955	+	0	0.846774193548	0.897849462366
chr9	131698862	131698924	+	0	0.983606557377	0.978494623656
chr6	3264443	3264559	+	0	0.174887892377	0.153488372093
chr4	110617566	110617642	-	0	0.880952380952	0.888888888889
chr4	26322322	26322437	+	0	1.0	1.0
chr15	85085376	85085515	-	0	1.0	1.0
chr9	79820229	79820324	+	0	1.0	1.0
chr18	48422179	48422298	+	0	1.0	1.0
chr7	105917469	105917625	-	0	1.0	1.0
chr3	62118276	62118342	+	0	1.0	1.0
chr2	20174229	20174394	-	0	1.0	1.0
chr3	155639976	155640091	+	0	1.0	1.0
chr12	56188591	56188664	-	0	1.0	1.0
chr12	112165766	112165947	+	0	1.0	1.0
chr3	154007498	154007615	-	0	1.0	1.0
chr7	35733794	35734237	-	0	0.666666666667	0.983050847458
chr1	36228005	36228082	-	0	1.0	1.0
chr15	86259019	86259154	+	0	1.0	1.0
chr19	40744812	40744880	-	0	0.997206703911	0.994923857868
chr3	57274493	57274580	+	0	1.0	1.0
chr11	9308002	9308140	-	0	0.978723404255	0.976958525346
chr1	182355391	182355537	-	0	1.0	0.995891536565
chr18	76903802	76903860	+	0	1.0	1.0
chrX	147018023	147018132	+	0	1.0	1.0
chr22	42190375	42190481	+	0	1.0	1.0
chr6	2839569	2839700	-	0	0.00177619893428	0.00706713780919
chr19	7615184	7615315	+	0	1.0	1.0
chr17	42513846	42513913	-	0	1.0	1.0
chr20	13767958	13767998	+	0	1.0	1.0
chr9	35093898	35094021	-	0	1.0	1.0
chr10	90770296	90770357	+	0	1.0	1.0
chrX	11781899	11782057	+	0	1.0	1.0
chr7	100284272	100284442	-	0	1.0	1.0
chr17	66279138	66279264	-	0	0.106382978723	0.151515151515
chr4	57220205	57220377	-	0	1.0	1.0
chr11	67376923	67377106	+	0	1.0	1.0
chr16	74514139	74514292	-	0	0.995024875622	0.998500749625
chr14	102504797	102504943	+	0	1.0	1.0
chr1	200561208	200561368	-	0	1.0	1.0
chr16	84100094	84100218	-	0	1.0	1.0
chr16	12155385	12155503	+	0	0.857142857143	0.962962962963
chr6	138196825	138196972	+	0	1.0	1.0
chr1	33093109	33093145	-	1	1.0	1.0
chr13	31037668	31037831	-	0	1.0	1.0
chr21	42754337	42754491	+	0	1.0	1.0
chr19	10464718	10464910	-	0	1.0	1.0
chrX	128691302	128691412	+	0	1.0	1.0
chr12	122240537	122240712	-	1	0.0384615384615	0.638888888889
chr17	15938079	15938258	-	0	1.0	1.0
chr6	33383012	33383106	+	0	0.95045045045	0.99721448468
chr1	16918342	16918551	-	0	0.954545454545	0.777777777778
chr1	201457983	201458112	-	0	1.0	1.0
chr17	18188721	18188834	-	0	0.9875	0.977272727273
chr1	21103090	21103243	-	0	1.0	1.0
chr4	123855252	123855893	+	0	1.0	1.0
chr10	94267870	94267962	-	0	1.0	1.0
chr1	160181333	160181506	+	0	1.0	0.970149253731
chr8	120843917	120843971	-	0	1.0	1.0
chr19	11594895	11594956	-	0	1.0	0.0294117647059
chr19	58863464	58863550	-	0	0.0101694915254	0.0135135135135
chr17	1516489	1516565	-	0	1.0	1.0
chr5	80513175	80513292	+	0	1.0	1.0
chr1	237060306	237060418	+	0	0.987951807229	0.977777777778
chr4	8216202	8216307	+	0	1.0	1.0
chr16	57789753	57789978	+	0	0.669291338583	1.0
chr2	220148141	220148211	+	0	1.0	1.0
chr2	241815352	241815421	+	1	0.998907103825	0.998263888889
chr16	2808986	2809048	+	0	1.0	1.0
chr11	121367578	121367758	+	0	1.0	1.0
chr13	77667300	77667467	-	0	1.0	1.0
chr12	6438944	6439232	-	0	0.995433789954	1.0
chr1	38397585	38397725	-	0	0.923076923077	0.894736842105
chr19	1482352	1482474	-	0	1.0	0.8
chr9	26913877	26913945	-	0	1.0	1.0
chr6	44224422	44224615	-	1	0.992907801418	0.997975708502
chr17	8052780	8052921	-	0	0.0434782608696	1.0
chr1	154426964	154427057	+	0	0.934959349593	0.905882352941
chr2	32927874	32927987	+	0	1.0	1.0
chr11	95647406	95647476	-	0	0.511627906977	0.625
chr3	52727203	52727345	+	0	1.0	1.0
chr19	39844646	39844706	+	0	0.8	0.962962962963
chr14	64408413	64408508	+	0	1.0	1.0
chr5	37341192	37341344	-	0	1.0	1.0
chr2	210882877	210882945	+	1	0.00560224089636	0.027397260274
chr12	109959246	109959356	+	0	1.0	1.0
chr1	1341189	1341266	-	0	1.0	1.0
chr3	113045292	113045487	-	0	1.0	1.0
chr13	32848979	32849128	+	0	1.0	1.0
chr7	32598171	32598240	+	0	1.0	1.0
chr3	132411498	132411662	-	0	0.848837209302	1.0
chr10	915953	916023	-	0	0.0666666666667	0.0495495495495
chr2	99170734	99170952	+	0	1.0	1.0
chr8	95773928	95774062	+	0	1.0	1.0
chr14	73614675	73614814	+	0	1.0	0.666666666667
chr1	29359605	29359757	+	0	1.0	1.0
chr17	8492399	8492426	-	0	0.991596638655	0.987951807229
chr10	91498715	91498853	+	0	1.0	1.0
chr17	72200057	72200097	+	0	1.0	1.0
chr19	41749521	41749612	+	0	1.0	1.0
chr3	52562462	52562555	-	0	0.998078770413	0.986596736597
chr17	79210780	79210871	-	0	1.0	1.0
chr15	89018261	89018470	+	0	0.00873362445415	1.0
chr16	70048007	70048070	-	0	0.978021978022	0.985185185185
chr10	7697594	7697638	-	0	1.0	1.0
chr2	28843467	28843510	+	0	1.0	1.0
chr6	52858955	52859059	-	0	1.0	1.0
chr2	220093732	220093896	-	0	0.109947643979	0.297520661157
chr6	24178558	24178860	-	0	1.0	1.0
chr13	31195901	31196029	+	0	1.0	1.0
chr8	48206456	48206619	+	0	0.914893617021	0.905882352941
chr1	40312892	40312969	-	0	0.951219512195	0.977011494253
chr9	140327481	140327526	+	0	1.0	1.0
chr17	38562636	38562745	-	0	1.0	1.0
chr12	56553371	56553932	+	3	0.989031880667	1.0
chr10	111635286	111635357	-	0	0.954545454545	0.98125
chr17	79875706	79875843	-	0	1.0	1.0
chr9	139291429	139291475	-	0	1.0	1.0
chr1	202746145	202746222	-	0	1.0	1.0
chr9	738285	738504	+	0	1.0	1.0
chr1	212981078	212981190	+	0	0.945945945946	0.928571428571
chr11	86782565	86782657	+	0	0.957894736842	0.96
chr10	76924403	76924498	+	0	0.974358974359	0.943661971831
chr13	99090020	99090112	+	0	0.0729483282675	0.0586419753086
chr14	70170112	70170309	+	0	1.0	1.0
chr1	82435998	82436218	+	0	1.0	1.0
chr12	6965871	6966055	+	0	1.0	1.0
chr12	123805246	123805413	-	0	1.0	1.0
chr5	123974826	123974907	-	0	1.0	1.0
chr14	105960172	105960270	+	0	0.8	0.766666666667
chr19	17384713	17384833	+	0	0.95	0.957583547558
chr3	185410965	185411016	-	0	0.0909090909091	0.0909090909091
chr20	25260902	25261048	+	0	0.994623655914	0.988505747126
chr11	67785997	67786106	+	0	0.941176470588	0.961538461538
chr16	58658577	58658698	-	1	0.0909090909091	0.229166666667
chr13	20436539	20436606	-	0	0.857142857143	0.88
chrX	79937496	79937593	-	0	1.0	1.0
chr16	68307698	68307807	+	0	0.125	0.30078125
chr2	153417397	153417549	+	0	0.923566878981	0.972727272727
chr12	10532046	10532081	-	0	1.0	1.0
chr10	127495982	127496056	-	0	1.0	1.0
chr16	2094631	2094801	-	0	0.993527508091	0.995337995338
chr17	29848184	29848378	+	0	0.994382022472	0.996240601504
chr1	20220861	20220973	+	0	0.740740740741	0.847826086957
chr1	46810473	46810816	+	0	1.0	0.979865771812
chr16	67215461	67215600	-	0	0.163265306122	0.27868852459
chr9	131388048	131388257	+	0	1.0	1.0
chr20	25276240	25276306	+	0	1.0	1.0
chr4	100512808	100512947	+	0	1.0	1.0
chr9	134514022	134514178	-	0	0.996415770609	0.996655518395
chr11	65631272	65631372	+	0	0.12380952381	1.0
chr11	36298639	36298673	-	0	0.932203389831	0.936170212766
chr16	67969323	67969381	-	0	1.0	0.965277777778
chr16	74501654	74501746	-	0	1.0	1.0
chr22	29908010	29908125	-	0	1.0	1.0
chr1	229611385	229611479	-	0	0.995633187773	0.993288590604
chr1	67411833	67411978	+	0	0.981818181818	0.962962962963
chr13	77635797	77635925	-	0	1.0	1.0
chr11	47436839	47437047	+	0	1.0	1.0
chr10	99016075	99016161	-	0	0.928571428571	0.962962962963
chrX	130035658	130035705	-	0	1.0	1.0
chrX	49105628	49105723	+	0	1.0	1.0
chr2	231678764	231678829	+	0	0.97520661157	0.98125
chr12	122257310	122257801	+	0	1.0	1.0
chr9	99285869	99286007	-	0	1.0	1.0
chr12	124175080	124175221	+	0	1.0	1.0
chr4	57312861	57313039	+	0	0.996996996997	0.999027237354
chr6	4127996	4128065	-	0	1.0	1.0
chr11	67816346	67816464	+	0	1.0	1.0
chr1	10477044	10477174	+	0	1.0	1.0
chr9	140482169	140482275	-	0	1.0	1.0
chr6	117026235	117026323	+	0	0.965517241379	0.975
chr15	43026136	43026245	-	0	1.0	1.0
chr11	46812020	46812133	-	0	1.0	1.0
chr2	27706156	27706243	-	0	0.965517241379	0.952380952381
chr1	1203242	1203372	-	0	0.914285714286	0.933823529412
chr9	111706242	111706298	-	0	1.0	1.0
chr2	183799480	183799560	-	0	1.0	1.0
chr17	55058443	55058591	+	0	1.0	1.0
chr4	76888430	76888487	-	0	0.967741935484	0.984962406015
chr9	129928348	129928485	+	0	1.0	1.0
chrX	53630329	53630462	-	0	1.0	1.0
chr1	35474353	35474525	-	0	1.0	1.0
chr6	2768925	2769116	+	0	0.982378854626	0.989100817439
chr2	99272815	99272928	-	0	1.0	1.0
chr10	133757599	133757649	+	0	1.0	1.0
chr1	155642063	155642522	-	0	0.96186440678	0.00490196078431
chr3	48463514	48463614	-	0	0.988764044944	0.984126984127
chr20	10541348	10541468	+	0	1.0	1.0
chr2	27682576	27682696	-	0	1.0	1.0
chr2	160245856	160245996	-	0	1.0	1.0
chr7	99754468	99754615	-	0	0.888888888889	1.0
chr19	6469607	6469651	-	0	1.0	1.0
chr6	33173417	33173502	+	0	1.0	1.0
chr6	44900390	44900500	-	0	1.0	1.0
chr12	27834479	27834629	+	0	0.98	0.984375
chr3	125266250	125266436	-	0	1.0	1.0
chr17	49118862	49119012	-	0	1.0	1.0
chr1	116929910	116930113	+	0	1.0	1.0
chr9	33135187	33135422	-	0	1.0	1.0
chr22	38087181	38087431	+	0	1.0	1.0
chr2	74733079	74733184	-	0	0.976470588235	0.974193548387
chr14	77746364	77746423	-	0	1.0	1.0
chr2	110321943	110322111	-	0	0.981927710843	0.968421052632
chr3	47912348	47912595	-	0	1.0	0.130841121495
chr4	88362981	88363067	+	0	1.0	1.0
chr12	121001150	121001426	+	0	0.890459363958	1.0
chr5	34941201	34941288	+	0	1.0	1.0
chr4	7730077	7730189	+	0	1.0	1.0
chr11	61916211	61916318	+	0	1.0	1.0
chr16	28843817	28843888	+	1	0.994708994709	0.99
chr9	134003719	134003870	+	0	1.0	1.0
chr1	95367677	95367814	-	0	0.99696969697	0.996070726916
chr17	73261783	73262047	+	0	1.0	0.928571428571
chr17	7124838	7125001	+	0	0.0015243902439	0.987637362637
chr5	137507754	137507823	-	0	0.980769230769	0.995305164319
chr7	127977185	127977256	-	0	1.0	1.0
chr15	51758381	51758508	-	0	1.0	1.0
chr17	1937073	1937136	+	0	1.0	1.0
chr1	197510089	197510145	-	0	1.0	1.0
chr3	51969213	51969275	-	0	1.0	1.0
chr9	123166314	123166391	-	0	0.994186046512	0.995815899582
chr9	35805827	35805982	+	0	1.0	1.0
chr19	34895554	34895720	+	0	0.866666666667	0.968253968254
chr12	57921631	57921800	+	0	1.0	1.0
chr15	64429060	64429131	+	0	1.0	1.0
chr4	1166332	1166467	-	0	0.5	1.0
chr14	58755436	58755531	-	0	0.307692307692	0.142857142857
chr9	135977325	135977526	-	0	1.0	1.0
chr19	39408364	39408473	-	0	1.0	1.0
chr17	29527440	29527613	+	0	0.948275862069	0.952380952381
chrX	123022469	123022568	+	0	1.0	1.0
chr1	47119489	47119539	-	0	0.915384615385	0.947619047619
chr1	2447001	2447156	-	0	0.95652173913	0.946428571429
chr11	14515756	14515985	-	0	1.0	1.0
chr5	55238498	55238579	-	0	1.0	1.0
chr9	34271807	34271928	-	0	0.333333333333	0.6
chr12	53555057	53555173	-	0	1.0	1.0
chr22	20040960	20041074	+	0	0.506666666667	0.527777777778
chr19	36293093	36293178	-	0	0.673656618611	0.577966101695
chr7	1027913	1028054	+	0	1.0	1.0
chr3	48608072	48608143	-	0	1.0	1.0
chr19	1506738	1506927	-	0	1.0	1.0
chr10	32562850	32562966	-	0	0.025641025641	0.025641025641
chr5	74869563	74869694	+	0	1.0	1.0
chr3	111667779	111667922	+	0	1.0	1.0
chr12	49349881	49350133	-	0	0.016	0.0625
chr16	57161761	57161815	+	0	1.0	1.0
chr5	16703034	16703267	-	0	1.0	1.0
chr13	75880449	75880607	-	1	1.0	1.0
chr10	102003455	102003534	-	0	0.958333333333	0.9875
chr2	136511729	136511847	+	0	0.993220338983	0.997619047619
chr6	17771345	17771449	-	0	0.602941176471	0.721649484536
chr17	80014346	80014426	+	0	0.999397590361	0.999019607843
chr14	55629689	55629793	-	0	1.0	1.0
chr19	16003119	16003392	-	0	1.0	1.0
chr9	131810706	131810818	+	0	1.0	1.0
chr14	24651161	24651369	-	0	0.988095238095	0.987341772152
chr2	63826304	63826426	+	0	0.999429549344	0.999380804954
chr12	27149675	27149795	-	0	0.938271604938	0.967907573813
chr15	44877834	44878048	-	0	1.0	1.0
chr14	105175008	105175069	+	0	1.0	1.0
chr3	186504916	186505053	+	0	1.0	1.0
chr7	72618603	72618644	+	0	1.0	1.0
chr3	196098767	196098913	-	0	1.0	1.0
chr14	58814365	58814596	+	0	1.0	1.0
chr2	190339443	190339534	+	0	1.0	1.0
chr12	21659819	21659910	+	0	1.0	1.0
chr17	48470100	48470258	-	0	1.0	1.0
chr12	56992913	56993142	-	0	1.0	1.0
chr16	87376483	87376557	-	0	0.996226415094	0.99504950495
chr22	37453438	37453533	+	0	0.98	1.0
chr9	131720293	131720333	+	0	0.0377358490566	1.0
chr1	109815262	109815649	+	0	1.0	1.0
chr15	25324009	25324142	+	0	1.0	1.0
chr22	20303642	20303742	-	0	0.872093023256	0.910569105691
chr1	198247091	198247199	+	0	1.0	1.0
chr1	227921608	227921733	-	0	1.0	1.0
chr2	114476731	114476885	-	0	1.0	1.0
chr9	116835205	116835306	-	0	0.999900581598	0.999915874485
chr17	37596639	37596771	-	0	0.989247311828	0.987341772152
chr1	247007097	247007230	-	0	0.866666666667	0.8
chr3	184556502	184556534	+	0	0.983333333333	0.978260869565
chrX	107418320	107418445	-	0	1.0	1.0
chr2	204066266	204066438	+	0	1.0	1.0
chr8	17504491	17504588	-	0	1.0	1.0
chr16	30996846	30997145	+	0	0.027027027027	0.916030534351
chr8	90960052	90960120	-	0	1.0	1.0
chr11	64033598	64033674	+	0	1.0	1.0
chr15	85643246	85643297	+	0	0.973913043478	0.986425339367
chr12	30884277	30884444	-	0	1.0	1.0
chr6	2399100	2399271	+	0	0.396551724138	1.0
chr6	53747685	53747774	+	0	1.0	1.0
chr17	79968678	79968744	+	0	0.999540652274	0.99947257384
chr9	35091237	35091288	-	0	1.0	1.0
chr11	94704141	94704229	-	0	1.0	1.0
chr7	6472468	6472590	-	0	0.977272727273	0.974358974359
chr12	96076483	96076598	-	0	1.0	1.0
chr1	228289781	228290083	-	0	1.0	1.0
chr12	118519932	118520234	-	0	0.9375	0.844827586207
chr17	27939420	27939572	+	0	1.0	1.0
chr3	56705628	56705720	-	0	1.0	1.0
chr10	93719542	93719637	+	0	1.0	1.0
chr16	29841795	29841995	+	0	0.152173913043	0.99595959596
chr11	44257843	44257925	+	0	1.0	1.0
chr1	151238480	151238597	+	0	1.0	0.0552763819095
chr4	84380893	84380950	+	0	0.972350230415	0.949579831933
chr1	3756172	3756340	-	0	1.0	1.0
chr17	18150971	18151162	-	0	1.0	1.0
chr1	154192312	154192413	-	0	0.699271592092	0.650544135429
chr22	24734354	24734445	+	0	1.0	1.0
chr2	128480165	128480304	-	0	1.0	1.0
chr1	28939759	28939873	-	0	1.0	1.0
chr19	804541	804702	+	0	0.00154320987654	0.999326599327
chr9	123215734	123216151	-	0	0.967741935484	0.978021978022
chr1	92798948	92799030	+	0	1.0	1.0
chr17	73836306	73836410	-	0	0.842519685039	1.0
chr3	33444293	33444396	-	0	1.0	1.0
chr5	149749092	149749165	+	0	1.0	1.0
chr19	18276921	18277112	+	0	0.0168539325843	1.0
chr1	220971216	220971356	+	1	1.0	0.94
chr9	99973655	99973769	-	0	1.0	1.0
chr13	113768161	113768274	+	0	1.0	1.0
chr16	15128314	15128410	+	0	1.0	1.0
chr11	6240201	6240280	-	0	0.987261146497	0.984962406015
chr4	111119403	111119523	-	0	1.0	1.0
chr12	123832576	123832680	-	0	0.898734177215	0.942857142857
chr11	65374162	65374275	-	0	1.0	1.0
chr16	2048966	2049122	-	0	1.0	1.0
chr11	108005869	108005969	+	0	0.994252873563	0.994584837545
chr2	153006659	153006743	-	0	1.0	1.0
chr19	10789289	10789380	+	1	0.947658402204	0.919263456091
chr13	115056964	115057019	+	0	0.976744186047	0.8
chr2	61484008	61484085	-	0	1.0	1.0
chr3	53890871	53891013	+	0	0.995940460081	0.997538966366
chr2	136389288	136389347	+	0	1.0	1.0
chr2	64147017	64147129	-	0	1.0	1.0
chr6	31864040	31864293	-	0	1.0	1.0
chr16	30012735	30012851	+	1	0.344827586207	0.6
chr22	41928663	41928749	-	0	1.0	0.87
chr9	96850113	96850193	+	0	1.0	1.0
chr2	74597313	74597472	-	0	1.0	1.0
chr11	7586784	7586998	+	0	1.0	1.0
chr17	26652529	26652673	+	0	0.963133640553	0.976470588235
chr8	134296492	134296572	-	0	0.983050847458	0.997933884298
chr7	140534409	140534672	-	0	1.0	1.0
chr14	23532138	23532283	-	0	1.0	1.0
chr1	155221293	155221392	-	0	0.830188679245	0.830188679245
chr1	19549890	19550063	-	0	1.0	1.0
chr6	43592625	43593297	-	0	1.0	1.0
chr6	42646277	42646407	+	0	0.993788819876	0.989247311828
chr17	11886614	11886724	-	0	0.727272727273	1.0
chr15	40500838	40500971	+	0	0.990654205607	0.989583333333
chr3	97727800	97727882	-	0	0.666666666667	0.75
chr2	231036412	231036483	-	0	0.470588235294	0.5
chr4	57272661	57272784	-	0	0.0877192982456	1.0
chr11	76831759	76831955	+	0	1.0	1.0
chr15	74836201	74836829	+	0	1.0	1.0
chr3	186002449	186002498	-	0	1.0	1.0
chr19	2425355	2425491	+	0	1.0	1.0
chrX	100650323	100650445	+	0	0.999510284035	0.997544505832
chr19	54947271	54947351	+	0	0.936170212766	1.0
chr9	130672230	130672807	-	0	0.143835616438	0.89156626506
chr19	44983500	44983626	-	0	1.0	1.0
chr11	61094251	61094365	-	0	0.993258426966	0.993449781659
chr9	139700502	139700580	-	0	0.333333333333	0.333333333333
chr16	74983616	74983696	-	0	0.998877665544	0.998986828774
chr7	32969690	32969720	-	0	1.0	1.0
chr1	179961197	179961356	+	0	1.0	1.0
chr1	150789558	150789678	-	0	1.0	1.0
chr1	82450943	82451039	+	0	1.0	1.0
chr6	33289496	33289751	-	0	0.571428571429	1.0
chr12	14946665	14946856	-	0	1.0	1.0
chr9	35064151	35064282	-	0	1.0	1.0
chr11	3740642	3740780	-	0	1.0	1.0
chr13	49833482	49833659	+	0	0.833333333333	1.0
chr22	31946240	31946334	+	0	1.0	1.0
chr20	4163130	4163495	+	0	0.933333333333	0.987804878049
chr6	31611667	31611754	-	0	0.876651982379	1.0
chr17	72771761	72771846	-	0	0.991525423729	0.988764044944
chr9	139836207	139836918	-	0	1.0	0.0275229357798
chr6	152477045	152477232	-	0	1.0	1.0
chr3	44670566	44671036	+	0	1.0	1.0
chr14	21555479	21555622	+	0	0.613545816733	0.662020905923
chr9	19369835	19369985	+	0	0.979166666667	0.977272727273
chr10	69684842	69684944	-	0	1.0	1.0
chr20	32005525	32005729	-	0	1.0	1.0
chr17	3592786	3592921	-	0	0.142857142857	1.0
chr3	158523151	158523263	+	0	0.96875	0.964285714286
chr16	19775170	19775434	+	0	1.0	1.0
chr5	132422474	132422550	+	0	1.0	1.0
chrX	18622022	18622988	+	0	1.0	1.0
chr19	17670120	17670230	+	0	0.994219653179	0.998530492285
chrX	16863951	16867424	-	0	1.0	1.0
chr3	101525897	101525970	+	0	1.0	1.0
chr19	47230709	47230824	-	0	0.21875	0.99730458221
chr2	172966190	172966374	-	0	1.0	1.0
chr9	130569865	130569967	+	1	1.0	0.896551724138
chr16	4736260	4736304	+	0	0.434782608696	0.35
chr19	55834016	55834111	-	0	0.5	0.904761904762
chr11	18110877	18111057	-	0	1.0	1.0
chr2	24535081	24535244	-	0	1.0	1.0
chr2	170870351	170870482	+	0	0.0135135135135	0.0875
chr16	16302585	16302716	-	0	0.9375	0.988764044944
chr1	214813264	214816667	+	0	1.0	1.0
chr11	18568427	18568597	-	0	1.0	1.0
chr12	318939	319209	-	0	1.0	0.923076923077
chr17	34009714	34009843	+	0	1.0	1.0
chr17	59821793	59821952	-	0	1.0	1.0
chr10	13251091	13251133	+	0	1.0	1.0
chr9	139974454	139974594	+	0	1.0	1.0
chr10	5769024	5769086	+	0	1.0	1.0
chr18	2954502	2954597	-	0	1.0	1.0
chr1	51778484	51778615	-	0	1.0	1.0
chr11	800384	800451	-	0	1.0	0.0724637681159
chr13	41495610	41495667	-	0	0.666666666667	0.6
chr6	56393639	56393723	-	0	1.0	1.0
chr17	27161311	27161344	-	0	0.272727272727	0.111111111111
chr5	102343161	102343361	+	0	1.0	1.0
chr11	47840926	47841010	-	0	1.0	1.0
chr1	231411881	231411942	+	0	1.0	1.0
chr7	100074900	100075930	-	0	0.631578947368	1.0
chr2	228220393	228220477	+	0	1.0	1.0
chr9	123945208	123945238	-	0	1.0	1.0
chr14	74420138	74420272	+	0	1.0	1.0
chr1	38161582	38161622	+	0	1.0	1.0
chr10	135123280	135123481	+	0	0.994413407821	0.997395833333
chr11	60665573	60665743	-	0	1.0	1.0
chr1	166827356	166827518	-	0	1.0	1.0
chr19	36120422	36120575	+	0	1.0	1.0
chr2	160006881	160007067	+	0	0.95652173913	0.913043478261
chr1	51869091	51869204	-	0	1.0	1.0
chr10	103344359	103344676	-	0	0.933333333333	0.742857142857
